label_hyperonyme,relation,label_hyponyme
gastritis,hyponyme,gastritis atrophic
rna plant,hyponyme,rna chloroplast
influenza a virus,hyponyme,influenza a virus h7n9 subtype
cefotaxime,hyponyme,cefmenoxime
vasculitis,hyponyme,systemic vasculitis
myelitis,hyponyme,myelitis transverse
receptors interleukin,hyponyme,receptor interleukin-10
nanomedicine,hyponyme,theranostic nanomedicine
leukemia virus murine,hyponyme,spleen focus - form virus
skin disease vascular,hyponyme,sneddon syndrome
hemoglobins,hyponyme,hemoglobins abnormal
rat inbreed strain,hyponyme,rat inbreed shr
manufacturing and industrial facility,hyponyme,farm
carbonic acid,hyponyme,carbonate
lymphokine,hyponyme,macrophage migration - inhibitory factor
iridoid,hyponyme,iridoid glycoside
calcium - regulate hormone and agent,hyponyme,calcium channel blockers
community health service,hyponyme,senior center
amino acid motif,hyponyme,wd40 repeat
poultry,hyponyme,geese
piperazines,hyponyme,hepe
antigen differentiation myelomonocytic,hyponyme,sialic acid bind ig - like lectin 3
motion,hyponyme,rotation
molecular medicine,hyponyme,molecular epidemiology
microsatellite repeat,hyponyme,dinucleotide repeat
economics,hyponyme,economic recession
histiocytoma,hyponyme,histiocytoma benign fibrous
adenosine diphosphate ribose,hyponyme,cyclic adp - ribose
uterine disease,hyponyme,uterine neoplasm
orthoreovirus,hyponyme,orthoreovirus mammalian
angioplasty balloon,hyponyme,angioplasty balloon laser - assist
receptor pituitary hormone,hyponyme,receptor vasopressin
anthelmintic,hyponyme,antiplatyhelmintic agent
antigens cd,hyponyme,antigens cd1
tooth components,hyponyme,dentin
basal ganglia diseases,hyponyme,chorea gravidarum
receptor g - protein - couple,hyponyme,receptor anaphylatoxin c5a
gene,hyponyme,gene lethal
giant cell tumor,hyponyme,giant cell tumor of tendon sheath
diet,hyponyme,diet carbohydrate loading
adrenergic agonist,hyponyme,adrenergic beta - agonist
phthalic acid,hyponyme,o - phthalaldehyde
gtp - bind protein,hyponyme,septin
central nervous system depressant,hyponyme,anesthetic
cardiomyopathy,hyponyme,chagas cardiomyopathy
pentacyclic triterpenes,hyponyme,glycyrrhetinic acid
electricity,hyponyme,electric capacitance
dosage form,hyponyme,colloid
respiratory physiological phenomenon,hyponyme,total lung capacity
biomedical and dental material,hyponyme,cariogenic agent
yttrium,hyponyme,yttrium isotopes
plant oil,hyponyme,corn oil
south america,hyponyme,venezuela
dialysis,hyponyme,microdialysis
lactobacillus,hyponyme,lactobacillus brevis
intramolecular transferase,hyponyme,2-acetolactate mutase
body modification non - therapeutic,hyponyme,circumcision male
housing,hyponyme,housing for the elderly
campylobacter,hyponyme,campylobacter lari
fetal disease,hyponyme,fetal alcohol spectrum disorder
glycoside hydrolase,hyponyme,oligo-16-glucosidase
magnoliopsida,hyponyme,oxalidaceae
neurospora,hyponyme,neurospora crassa
protein,hyponyme,albumin
bromeliaceae,hyponyme,ananas
sleep apnea syndrome,hyponyme,sleep apnea central
adenosine triphosphatase,hyponyme,dna helicase
fluoride,hyponyme,tin fluoride
depressive disorder,hyponyme,depressive disorder major
beta - globulin,hyponyme,beta 2-microglobulin
membrane protein,hyponyme,dystrophin
borrelia infections,hyponyme,relapse fever
pharmacopoeias as topic,hyponyme,pharmacopoeias homeopathic as topic
heterocyclic compound 2-ring,hyponyme,quinoxaline
body fluid,hyponyme,nipple discharge
referral and consultation,hyponyme,tertiary healthcare
immunoglobulin variable region,hyponyme,bind site antibody
prosthesis and implant,hyponyme,heart artificial
gaba agent,hyponyme,gaba uptake inhibitor
erythrovirus,hyponyme,parvovirus b19 human
neoplasms plasma cell,hyponyme,plasmacytoma
gastroenteritis,hyponyme,dysentery
nuclear protein,hyponyme,fanconi anemia complementation group d2 protein
subcellular fraction,hyponyme,cell - free system
butyrophenone,hyponyme,trifluperidol
cell transformation neoplastic,hyponyme,blast crisis
osteochondrodysplasias,hyponyme,achondroplasia
philosophy,hyponyme,thanatology
diet,hyponyme,healthy diet
immunologic test,hyponyme,cell migration assay
musculoskeletal physiological phenomenon,hyponyme,bone density
magnoliopsida,hyponyme,berberidaceae
mice mutant strain,hyponyme,mice inbreed mdx
salicylanilide,hyponyme,oxyclozanide
nurse practitioner,hyponyme,family nurse practitioner
forensic science,hyponyme,forensic psychology
receptor neuropeptide,hyponyme,receptor opioid
rehabilitation,hyponyme,rehabilitation vocational
intelligence test,hyponyme,wechsler scale
rickettsieae,hyponyme,orientia tsutsugamushi
cricetinae,hyponyme,phodopus
artificial intelligence,hyponyme,natural language processing
endosomal sort complex require for transport,hyponyme,nedd4 ubiquitin protein ligase
sexual dysfunction physiological,hyponyme,premature ejaculation
malvaceae,hyponyme,malva
anaphase - promote complex - cyclosome,hyponyme,apc6 subunit anaphase - promote complex - cyclosome
basal ganglia,hyponyme,substantia innominata
phlebovirus,hyponyme,sandfly fever naple virus
acetyl - coa c - acyltransferase,hyponyme,mitochondrial trifunctional protein
talipe,hyponyme,flatfoot
gene transfer technique,hyponyme,transduction genetic
atp synthetase complex,hyponyme,proton - translocating atpase
gene expression regulation,hyponyme,frameshifting ribosomal
environment,hyponyme,extraterrestrial environment
arteries,hyponyme,mesenteric artery
fabaceae,hyponyme,lupinus
voltage - gate sodium channel,hyponyme,voltage - gate sodium channel beta subunit
medicine east asian traditional,hyponyme,medicine tibetan traditional
papio,hyponyme,papio cynocephalus
therapeutic,hyponyme,rehabilitation
yeast,hyponyme,saccharomycopsis
receptors interleukin,hyponyme,receptor interleukin-13
immunosuppression,hyponyme,graft enhancement immunologic
serpin,hyponyme,antithrombin protein
gram - negative bacterial infection,hyponyme,leptospirosis
brassicaceae,hyponyme,erysimum
cell physiological phenomenon,hyponyme,cell death
professional practice,hyponyme,private practice
blood coagulation disorder inherit,hyponyme,von willebrand disease
indomethacin,hyponyme,ketorolac tromethamine
nuclear protein,hyponyme,retinoblastoma protein
oxidoreductase act on ch - ch group donor,hyponyme,dihydroorotate oxidase
nitrofurans,hyponyme,nitrofurantoin
hydrocarbon chlorinate,hyponyme,mitotane
neurofibromatoses,hyponyme,neurofibromatosis 1
gammaproteobacteria,hyponyme,halomonadaceae
analysis ( qualifier ),hyponyme,urine ( qualifier )
benzodiazepinone,hyponyme,prazepam
hydro - lyases,hyponyme,fumarate hydratase
sucrase,hyponyme,sucrase - isomaltase complex
reproductive technique assist,hyponyme,oocyte retrieval
influenza a virus,hyponyme,influenza a virus h7n1 subtype
cataract extraction,hyponyme,phacoemulsification
animal communication,hyponyme,vocalization animal
taxi response,hyponyme,phototaxis
health care economic and organization,hyponyme,organization
reference book,hyponyme,dispensatorie as topic
medicago,hyponyme,medicago sativa
receptor cell surface,hyponyme,endothelial protein c receptor
health facility proprietary,hyponyme,hospital proprietary
cardiac surgical procedure,hyponyme,heart massage
transplantation immunology,hyponyme,host vs graft reaction
hla - b antigen,hyponyme,hla - b35 antigen
perioperative nursing,hyponyme,operate room nursing
colitis,hyponyme,proctocolitis
drug carrier,hyponyme,nanocapsule
hydrazine,hyponyme,iproniazid
hydroxybenzoate ether,hyponyme,trimebutine
electrophoresis,hyponyme,blot southern
aortic valve stenosis,hyponyme,aortic stenosis subvalvular
brain disease,hyponyme,amblyopia
health personnel,hyponyme,medical chaperone
image processing computer - assist,hyponyme,image three - dimensional
lupus erythematosus discoid,hyponyme,panniculitis lupus erythematosus
piperidine,hyponyme,cisapride
streptogramin,hyponyme,pristinamycin
dna topoisomerase,hyponyme,dna topoisomerase type i
cell adhesion molecule,hyponyme,sialic acid bind ig - like lectin 2
parvoviridae,hyponyme,parvovirinae
trialkyltin compounds,hyponyme,trimethyltin compound
peripheral nervous system,hyponyme,sensory receptor cell
amino acyl - trna synthetase,hyponyme,tryptophan - trna ligase
candida,hyponyme,candida tropicalis
anemia,hyponyme,red - cell aplasia pure
asia southeastern,hyponyme,thailand
tissue,hyponyme,organoid
publication format,hyponyme,atlas
gpi - link protein,hyponyme,cd52 antigen
rho gtp - bind protein,hyponyme,rhoc gtp - bind protein
voltage - gate sodium channel,hyponyme,nav1.6 voltage - gate sodium channel
carthamus,hyponyme,carthamus tinctorius
ovum,hyponyme,egg yolk
mitosporic fungi,hyponyme,kloeckera
pro - opiomelanocortin,hyponyme,beta - msh
intracranial hemorrhage,hyponyme,pituitary apoplexy
enalapril,hyponyme,enalaprilat
gram - negative facultatively anaerobic rod,hyponyme,moritella
publication format,hyponyme,letter
vascular disease,hyponyme,angiomatosis
electrodiagnosis,hyponyme,electrophysiologic technique cardiac
lipoprotein,hyponyme,lipoprotein hdl
metal metabolism inborn error,hyponyme,hypophosphatasia
chlorohydrins,hyponyme,chlorobutanol
myrtaceae,hyponyme,leptospermum
high mobility group protein,hyponyme,hmgn protein
otitis,hyponyme,otitis externa
alkylate agent,hyponyme,antineoplastic agent alkylate
deoxyribonuclease,hyponyme,exodeoxyribonucleases
sleep arousal disorder,hyponyme,somnambulism
granuloma,hyponyme,necrobiotic xanthogranuloma
estradiol congeners,hyponyme,estrogens esterify ( usp )
enterohemorrhagic escherichia coli,hyponyme,escherichia coli o157
telecommunication,hyponyme,telephone
proto - oncogene protein,hyponyme,proto - oncogene protein c - cbl
fish oil,hyponyme,cod liver oil
electrodiagnosis,hyponyme,plethysmography impedance
receptor kir,hyponyme,receptor kir2dl1
oxidoreductase,hyponyme,oxidoreductase act on sulfur group donor
electrical equipment and supply,hyponyme,transducer
metal alkali,hyponyme,sodium
anion,hyponyme,borate
pyrimidine,hyponyme,rilpivirine
alphaproteobacteria,hyponyme,hyphomicrobiaceae
cerebrovascular disorder,hyponyme,carotid artery disease
tor serine - threonine kinase,hyponyme,mechanistic target of rapamycin complex 1
phenolphthaleins,hyponyme,thymolphthalein
therapeutic,hyponyme,radiofrequency therapy
postoperative complication,hyponyme,prosthesis - relate infection
face,hyponyme,eye
person,hyponyme,abortion applicant
plasmodium,hyponyme,plasmodium gallinaceum
pacific states,hyponyme,hawaii
metalloporphyrins,hyponyme,heme
americas,hyponyme,latin america
technology dental,hyponyme,dental cast technique
health care quality access and evaluation,hyponyme,ethic
hla - b antigen,hyponyme,hla - b27 antigen
fatty acids volatile,hyponyme,butyrate
photochemotherapy,hyponyme,hematoporphyrin photoradiation
skin disease eczematous,hyponyme,dermatitis contact
alcohol drinking,hyponyme,alcohol drinking in college
aspartic acid,hyponyme,isoaspartic acid
azirines,hyponyme,aziridines
skin disease,hyponyme,skin neoplasm
forelimb,hyponyme,wing animal
hydrocarbon halogenate,hyponyme,halothane
gene rearrangement b - lymphocyte,hyponyme,gene rearrangement b - lymphocyte heavy chain
neurofibroma,hyponyme,neurofibroma plexiform
acetic acid,hyponyme,zinc acetate
transcription factor,hyponyme,p300-cbp transcription factor
phenylcarbamate,hyponyme,methocarbamol
rna virus infection,hyponyme,birnaviridae infection
lymphoma b - cell,hyponyme,burkitt lymphoma
nontuberculous mycobacteria,hyponyme,mycobacterium xenopi
naja,hyponyme,naja naja
poaceae,hyponyme,avena
brain disease metabolic,hyponyme,brain disease metabolic inborn
methyldopa,hyponyme,carbidopa
biography as topic,hyponyme,diary as topic
scleroprotein,hyponyme,gelatin
insulin short - acting,hyponyme,insulin lispro
sign and symptom respiratory,hyponyme,sneeze
social behavior,hyponyme,deception
laryngeal disease,hyponyme,voice disorder
psychoanalytic theory,hyponyme,unconscious ( psychology )
gonadotropins pituitary,hyponyme,follicle stimulate hormone
skin disease bacterial,hyponyme,tuberculosis cutaneous
evaluation study as topic,hyponyme,program evaluation
prosthesis and implant,hyponyme,embolic protection devices
leukemia b - cell,hyponyme,leukemia lymphocytic chronic b - cell
mi-2 nucleosome remodel and deacetylase complex,hyponyme,histone deacetylase 2
spinal curvature,hyponyme,lordosis
professional impairment,hyponyme,physician impairment
sexual dysfunction psychological,hyponyme,gender dysphoria
community health service,hyponyme,community mental health service
diagnostic service,hyponyme,diagnostic screening program
resins plant,hyponyme,guaiac
clostridiale,hyponyme,peptococcaceae
elasticity,hyponyme,compliance
skin physiological phenomenon,hyponyme,skin temperature
dead - box rna helicase,hyponyme,interferon - induce helicase ifih1
polycyclic aromatic hydrocarbon,hyponyme,phenanthrene
subject heading,hyponyme,medical subject heading
anemia aplastic,hyponyme,anemia hypoplastic congenital
helminthiasis animal,hyponyme,dictyocaulus infection
chondroma,hyponyme,chondromatosis
pyrrolidine,hyponyme,imino furanose
repressor protein,hyponyme,zinc finger protein gli3
blood chemical analysis,hyponyme,dry blood spot testing
protective agent,hyponyme,antioxidant
virus,hyponyme,fungal virus
betaproteobacteria,hyponyme,methylophilaceae
surgically - create structure,hyponyme,skeletal muscle ventricle
mice mutant strain,hyponyme,mice knockout
chromosomal instability,hyponyme,chromosome fragility
neurotransmitter transport protein,hyponyme,vesicular neurotransmitter transport protein
euryarchaeota,hyponyme,archaeoglobale
tooth abnormality,hyponyme,dentin dysplasia
magnoliopsida,hyponyme,violaceae
adaptor protein signal transducing,hyponyme,arrestins
ethylamine,hyponyme,tiapride hydrochloride
drinking behavior,hyponyme,alcohol drinking
tomography x - ray compute,hyponyme,single photon emission compute tomography compute tomography
desensitization psychologic,hyponyme,eye movement desensitization reprocess
basic - leucine zipper transcription factor,hyponyme,activate transcription factor
ribosomal protein s6 kinase,hyponyme,ribosomal protein s6 kinase 90-kda
gram - negative aerobic bacteria,hyponyme,vitreoscilla
neuromuscular block agent,hyponyme,neuromuscular nondepolarizing agent
membrane glycoprotein,hyponyme,uroplakin
radiotherapy,hyponyme,radiotherapy computer - assist
granuloma,hyponyme,granuloma giant cell
molecular probe technique,hyponyme,protein array analysis
borohydride,hyponyme,tetraphenylborate
health,hyponyme,holistic health
gram - negative aerobic rod and cocci,hyponyme,nitrosomonadaceae
biochemical phenomena,hyponyme,rna stability
oxalidaceae,hyponyme,averrhoa
mitochondrial turnover,hyponyme,mitochondrial degradation
cell migration assay,hyponyme,skin window technique
fluoride,hyponyme,calcium fluoride
srs - a,hyponyme,leukotriene d4
arenavirus,hyponyme,arenavirus old world
porifera,hyponyme,geodia
neoplasms connective tissue,hyponyme,myxosarcoma
phosphotransferase,hyponyme,phosphotransferases ( alcohol group acceptor )
receptor interleukin-4 type ii,hyponyme,interleukin-13 receptor alpha1 subunit
receptor neuropeptide,hyponyme,receptor cholecystokinin
culture media,hyponyme,culture media condition
mites,hyponyme,psoroptidae
cerebral small vessel disease,hyponyme,microscopic polyangiitis
